12:55:02.220385, ִלטענטי,2099054546,/help
12:55:31.798261, ִלטענטי,2099054546,/help
12:58:40.886942, ִלטענטי,2099054546,/help
12:58:43.178933, ִלטענטי,2099054546,/hi
14:06:06.575733, ִלטענטי,2099054546,/calc
14:28:06.189652, ִלטענטי,2099054546,/help
14:28:11.665874, ִלטענטי,2099054546,/calc
14:38:56.696307, ִלטענטי,2099054546,/calc
14:52:45.550326, ִלטענטי,2099054546,/calc 2+2
14:52:45.551327, ִלטענטי,2099054546,/calc 2+2
14:52:51.678344, ִלטענטי,2099054546,/sum
14:52:54.067799, ִלטענטי,2099054546,/sum
14:53:35.583617, ִלטענטי,2099054546,/help
14:53:38.512595, ִלטענטי,2099054546,/sum
14:54:14.694934, ִלטענטי,2099054546,/sum 1 2
14:54:58.356603, ִלטענטי,2099054546,/calc 1 + 2
14:54:58.357604, ִלטענטי,2099054546,/calc 1 + 2
15:07:03.811785, ִלטענטי,2099054546,/calc 1+2
15:07:03.812788, ִלטענטי,2099054546,/calc 1+2
15:07:34.516066, ִלטענטי,2099054546,/calc 1 + 2
15:07:34.516066, ִלטענטי,2099054546,/calc 1 + 2
15:07:54.248072, ִלטענטי,2099054546,/calc 1 - 2
15:07:54.250078, ִלטענטי,2099054546,/calc 1 - 2
15:08:13.538200, ִלטענטי,2099054546,/calc 40 * 200
15:08:13.539204, ִלטענטי,2099054546,/calc 40 * 200
15:17:36.804563, ִלטענטי,2099054546,/calc 40 * 200
15:17:36.806569, ִלטענטי,2099054546,/calc 40 * 200
15:19:45.007862, ִלטענטי,2099054546,/calc 40 * 200
15:19:45.007862, ִלטענטי,2099054546,/calc 40 * 200
15:20:55.822393, ִלטענטי,2099054546,/calc 40 * 200
15:20:55.823393, ִלטענטי,2099054546,/calc 40 * 200
